,ID,Neighborhood,District,Area,Population Density,Population,Multiplier,Latitude,Longitude,EV at P1,EV at P2,EV at P3,EV at P4,EV at P5,EV at P6
District:,,,,,,Toplam:,,,,Toplam:,Toplam:,Toplam:,Toplam:,Toplam:,Toplam:
,441,Bahçeköy Yenimahalle,Sarıyer,39.1,28.4,5225,%1.51504,41.1685803,29.0572623,2,23,135,380,631,808
,472,Bahçeköy,Sarıyer,9.8,28.0,3868,%1.12156,41.174584,28.9912462,1,17,100,281,467,598
,473,İstinye,Sarıyer,34.4,27.7,16089,%4.66516,41.1150511,29.055486,5,70,415,1171,1944,2489
,488,Ferahevler,Sarıyer,5.7,27.3,15183,%4.40245,41.1296186,29.0442745,5,66,391,1105,1835,2349
,498,Kireçburnu,Sarıyer,16.4,20.6,7049,%2.04392,41.1459737,29.0465248,2,31,182,513,852,1090
,499,Rumelihisarı,Sarıyer,50.5,20.4,10785,%3.12721,41.08491705,29.0567125239769,3,47,278,785,1303,1668
,517,Çayırbaşı,Sarıyer,59.5,20.2,5089,%1.47560,41.1587199,29.0326,2,22,131,370,615,787
,535,Cumhuriyet,Sarıyer,43.2,18.2,11247,%3.26117,41.1478306,29.0347131,4,49,290,818,1359,1740
,545,Merkez,Sarıyer,15.6,12.9,12750,%3.69698,41.1717313,29.0518358,4,56,329,928,1541,1972
,550,Poligon,Sarıyer,37.3,12.4,6704,%1.94389,41.117034,29.0413306,2,29,173,488,810,1037
,569,Büyükdere,Sarıyer,,,8841,%2.56353,41.1639734,29.0424644,3,39,228,643,1068,1368
,570,Emirgân,Sarıyer,1.3,22558,8954,%2.59630,41.103131,29.0536894,3,39,231,652,1082,1385
,572,Tarabya,Sarıyer,1.3,21162,18103,%5.24913,41.1385739,29.0530421,6,79,467,1317,2187,2800
,577,Kocataş,Sarıyer,1.4,21049,4500,%1.30482,41.1689299,29.0352598,1,20,116,327,544,696
,578,Yeniköy,Sarıyer,0.84,20801,15481,%4.48886,41.1231548,29.070613,5,68,399,1127,1871,2395
,584,Darüşşafaka,Sarıyer,1.1,20139,9458,%2.74243,41.1292759,29.0250803,3,41,244,688,1143,1463
,590,Reşitpaşa,Sarıyer,1,19172,17903,%5.19114,41.1068809,29.0411147,6,78,462,1303,2163,2769
,595,Yeni Mahalle,Sarıyer,1.1,18920,3442,%0.99804,41.1727356,29.0608022,1,15,89,250,416,532
,611,Baltalimanı,Sarıyer,1.7,16523,5181,%1.50228,41.0955584,29.0525824,2,23,134,377,626,801
,631,Derbent (Çamlıtepe),Sarıyer,1,15079,6119,%1.77426,41.1685803,29.0572623,2,27,158,445,739,947
,652,Maden,Sarıyer,1.6,14084,13207,%3.82949,41.1817996,29.0379835,4,58,340,961,1596,2043
,653,Huzur,Sarıyer,1.4,11478,7948,%2.30460,41.0997797,28.9864026,3,35,205,578,960,1229
,660,Bahçeköy Kemer,Sarıyer,1.9,10891,2379,%0.68981,41.1690422,28.9897188,1,10,61,173,287,368
,685,Ayazağa,Sarıyer,3.1,10162,35317,%10.24049,41.1157496,28.9985596,11,154,911,2570,4267,5463
,705,Zekeriyaköy,Sarıyer,1.3,9998,18867,%5.47066,41.1963806,29.0292004,6,82,486,1373,2280,2919
,712,Maslak,Sarıyer,3,6112,8091,%2.34606,41.1099991,29.020591,3,35,209,589,978,1252
,719,Kâzım Karabekir,Sarıyer,,,8201,%2.37796,41.1626163,29.0278664,3,36,211,597,991,1269
,721,PTT Evleri,Sarıyer,1.1,63763,5405,%1.56723,41.1573969,29.0220693,2,24,139,393,653,836
,735,Kumköy,Sarıyer,0.62,62604,3331,%0.96585,41.2457696,29.0364997,1,15,86,242,402,515
,742,Rumelikavağı,Sarıyer,0.91,60320,3765,%1.09170,41.1824719,29.0734128,1,16,97,274,455,582
,757,Uskumruköy,Sarıyer,0.33,40706,8178,%2.37129,41.2198771,29.0224631,3,36,211,595,988,1265
,761,Gümüşdere,Sarıyer,0.88,39643,4193,%1.21580,41.2367356,28.9851056,1,18,108,305,507,649
,769,Rumelifeneri,Sarıyer,1.3,36974,4550,%1.31931,41.2334035,29.1109327,1,20,117,331,550,704
,802,Demirci,Sarıyer,1.8,36088,1306,%0.37869,41.1685803,29.0572623,0,6,34,95,158,202
,810,Garipçe,Sarıyer,0.98,33237,393,%0.11395,41.2147913,29.1085398,0,2,10,29,47,61
,867,Kısırkaya,Sarıyer,1.4,29110,333,%0.09656,41.251854,28.9774507,0,1,9,24,40,52
Silivri,,,,,,180524,,,,132,2401,18279,63695,121163,163570
,235,Alibey,Silivri,0.62,11735,18122,%10.03855,41.0732159,28.2502073,13,241,1835,6394,12163,16420
,393,Piri Mehmet Paşa,Silivri,3.5,9275,9002,%4.98659,41.0754871,28.2426423,7,120,912,3176,6042,8157
,412,Fatih,Silivri,10.8,5571,7093,%3.92912,41.0707054,28.2478688,5,94,718,2503,4761,6427
,691,Cumhuriyet,Silivri,4.8,1698,7442,%4.12244,41.0697432,28.2612532,5,99,754,2626,4995,6743
,699,Semizkumlar,Silivri,6.2,1091,23579,%13.06142,41.0749874,28.1746116,17,314,2388,8319,15826,21365
,701,Mimar Sinan,Silivri,,,14481,%8.02165,41.0850824,28.2406022,11,193,1466,5109,9719,13121
,710,Yeni,Silivri,1.3,18130,32829,%18.18539,41.0807861,28.2573173,24,437,3324,11583,22034,29746
,730,Selimpaşa,Silivri,1.9,14815,19003,%10.52658,41.0548272,28.3668,14,253,1924,6705,12754,17218
,772,Sancaktepe,Silivri,2.1,12747,5114,%2.83286,41.0774457,28.0851547,4,68,518,1804,3432,4634
,776,Hürriyet,Silivri,0.91,11484,1790,%0.99156,41.092394,28.3356266,1,24,181,632,1201,1622
,779,Gümüşyaka,Silivri,2.9,8339,7810,%4.32629,41.0454443,28.0437139,6,104,791,2756,5242,7077
,783,Fevzipaşa,Silivri,1.3,4123,3127,%1.73218,41.0956929,28.0081194,2,42,317,1103,2099,2833
,788,Ortaköy,Silivri,5,4003,3809,%2.10997,41.1018136,28.3751315,3,51,386,1344,2556,3451
,790,Kavaklı,Silivri,5.2,3737,1938,%1.07354,41.0922446,28.3325627,1,26,196,684,1301,1756
,818,İsmetpaşa,Silivri,3.1,3503,3027,%1.67679,41.1022968,28.0114577,2,40,307,1068,2032,2743
,824,Balaban,Silivri,16.2,3426,2988,%1.65518,41.0798383,28.0813497,2,40,303,1054,2005,2707
,825,Gazitepe,Silivri,3.7,2806,1293,%0.71625,41.128601,28.323416,1,17,131,456,868,1172
,826,Kadıköy,Silivri,4.3,1074,1483,%0.82150,41.136646,28.363672,1,20,150,523,995,1344
,830,Büyük Çavuşlu,Silivri,1.4,667,3299,%1.82746,41.23843,28.060543,2,44,334,1164,2214,2989
,837,Beyciler,Silivri,2.8,377,1434,%0.79435,41.235941,28.115909,1,19,145,506,962,1299
,839,Büyük Kılıçlı,Silivri,26.4,253,1159,%0.64202,41.163228,28.190187,1,15,117,409,778,1050
,856,Fener,Silivri,8.4,228,1528,%0.84642,41.1504819,28.236966,1,20,155,539,1026,1385
,866,Yolçatı,Silivri,26.1,94.8,373,%0.20662,41.132469,28.127191,0,5,38,132,250,338
,876,Çeltik,Silivri,,,1011,%0.56004,41.1086064,28.1163693,1,13,102,357,679,916
,880,Akören,Silivri,0.22,96576,1274,%0.70572,41.1961748,28.3362078,1,17,129,450,855,1154
,881,Danamandıra,Silivri,0.34,79421,1109,%0.61432,41.307926,28.242407,1,15,112,391,744,1005
,883,Küçük Kılıçlı,Silivri,0.38,75658,275,%0.15233,41.1319035,28.2052914,0,4,28,97,185,249
,886,Alipaşa,Silivri,0.16,69744,954,%0.52846,41.1111131,28.2211333,1,13,97,337,640,864
,888,Küçük Sinekli,Silivri,0.29,69558,156,%0.08642,41.2291727,28.1915768,0,2,16,55,105,141
,901,Büyük Sinekli,Silivri,0.4,69001,338,%0.18723,41.2246766,28.2107625,0,4,34,119,227,306
,902,Seymen,Silivri,0.6,62252,1032,%0.57167,41.1564501,28.1704539,1,14,104,364,693,935
,903,Çayırdere,Silivri,0.66,55980,1204,%0.66695,41.281857,28.144777,1,16,122,425,808,1091
,912,Sayalar,Silivri,0.58,41357,784,%0.43429,41.3165679,28.1741723,1,10,79,277,526,710
,936,Bekirli,Silivri,1.2,19385,201,%0.11134,41.2263051,28.3005466,0,3,20,71,135,182
,938,Kurfallı,Silivri,1.4,17433,463,%0.25648,41.2008973,28.261278,0,6,47,163,311,420
Sultanbeyli,,,,,,329985,,,,51,1026,8499,31819,63611,87783
,292,Ahmet Yesevi,Sultanbeyli,3.2,807,29261,%8.86737,40.9712912,29.2736277,5,91,754,2822,5641,7784
,313,Hamidiye,Sultanbeyli,,,27189,%8.23947,40.9536548,29.285281,4,85,700,2622,5241,7233
,316,Abdurrahmangazi,Sultanbeyli,26,829,29276,%8.87192,40.9687304,29.2605656,5,91,754,2823,5644,7788
,318,Hasanpaşa,Sultanbeyli,23.9,314,17450,%5.28812,40.9681451,29.2501891,3,54,449,1683,3364,4642
,325,Fatih,Sultanbeyli,10,228,21541,%6.52787,40.9583474,29.2745466,3,67,555,2077,4152,5730
,349,Yavuz Selim,Sultanbeyli,12.5,208,19506,%5.91118,40.9493995,29.2784863,3,61,502,1881,3760,5189
,355,Turgutreis,Sultanbeyli,9.2,198,20178,%6.11482,40.9666377,29.2804313,3,63,520,1946,3890,5368
,394,Mehmet Akif,Sultanbeyli,7.1,190,27515,%8.33826,40.9681066,29.2676872,4,86,709,2653,5304,7320
,419,Orhangazi,Sultanbeyli,21.4,116,15748,%4.77234,40.9385546,29.2869718,2,49,406,1519,3036,4189
,436,Mecidiye,Sultanbeyli,18.7,77.4,22972,%6.96153,40.9575291,29.2965736,4,71,592,2215,4428,6111
,490,Necip Fazıl,Sultanbeyli,21.3,76.3,15937,%4.82961,40.9414104,29.2752522,2,50,410,1537,3072,4240
,512,Adil,Sultanbeyli,18.5,76.2,20853,%6.31938,40.9777034,29.2635415,3,65,537,2011,4020,5547
,528,Battalgazi,Sultanbeyli,24.7,75.8,31820,%9.64286,40.978967,29.2699958,5,99,820,3068,6134,8465
,531,Akşemsettin,Sultanbeyli,16.7,65.1,12581,%3.81260,40.9477795,29.2994046,2,39,324,1213,2425,3347
,591,Mimarsinan,Sultanbeyli,20,58.6,18158,%5.50267,40.9670242,29.2671314,3,56,468,1751,3500,4830
Sultangazi,,,,,,528514,,,,52,1019,8291,30574,60473,83051
,34,50. Yıl,Sultangazi,22.9,44.5,72891,%13.79169,41.0898827,28.8701918,7,140,1143,4217,8340,11454
,39,Sultançiftliği,Sultangazi,12.8,43.7,38550,%7.29404,41.1003942,28.8609026,4,74,605,2230,4411,6058
,47,İsmetpaşa,Sultangazi,9.1,40.3,54837,%10.37569,41.1115982,28.8558273,5,106,860,3172,6275,8617
,150,Malkoçoğlu,Sultangazi,9.5,38.8,13328,%2.52179,41.1170126,28.8486379,1,26,209,771,1525,2094
,152,Gazi,Sultangazi,67.6,36.8,34762,%6.57731,41.1032888,28.8976417,3,67,545,2011,3978,5463
,172,Yunusemre,Sultangazi,24,35.4,46999,%8.89267,41.0974478,28.8915429,5,91,737,2719,5378,7385
,178,Esentepe,Sultangazi,16,35.1,63310,%11.97887,41.099194,28.8788559,6,122,993,3662,7244,9949
,196,75. Yıl,Sultangazi,34.8,34.9,32605,%6.16918,41.098314,28.9023051,3,63,511,1886,3731,5124
,226,Uğur Mumcu,Sultangazi,23.3,33.9,41665,%7.88342,41.0968482,28.8651722,4,80,654,2410,4767,6547
,324,Cumhuriyet,Sultangazi,31.8,33.1,14819,%2.80390,41.0874877,28.875977,1,29,232,857,1696,2329
,487,Eski Habibler,Sultangazi,22.1,32.3,7275,%1.37650,41.1222809,28.8438681072508,1,14,114,421,832,1143
,544,Zübeydehanım,Sultangazi,34.9,32.3,32238,%6.09974,41.1043344,28.8614367,3,62,506,1865,3689,5066
,605,Cebeci,Sultangazi,12.1,32.0,60416,%11.43130,41.1233545,28.8797693,6,116,948,3495,6913,9494
,702,Yayla,Sultangazi,24.9,31.0,8076,%1.52806,41.1473319,28.8553226,1,16,127,467,924,1269
,727,Habibler,Sultangazi,26,29.9,6743,%1.27584,41.133188,28.8389168,1,13,106,390,772,1060
Şile,,,,,,35131,,,,92,1847,15278,57120,114076,157350
,630,Hacıkasım,Şile,18.1,19.6,944,%2.68709,41.1785041,29.6095617,2,50,411,1535,3065,4228
,704,Çavuş,Şile,29.1,19.0,8576,%24.41149,41.1633748,29.6075509,23,451,3730,13944,27848,38412
,725,Ağva,Şile,11.8,18.6,1973,%5.61612,41.1380556,29.8566667,5,104,858,3208,6407,8837
,749,Balibey,Şile,81,18.1,3398,%9.67237,41.1709389,29.6303393,9,179,1478,5525,11034,15219
,756,Meşrutiyet,Şile,46.8,17.5,1636,%4.65686,41.158806,29.562439,4,86,711,2660,5312,7328
,763,Kumbaba,Şile,27.3,13.1,741,%2.10925,41.1660337,29.5811106,2,39,322,1205,2406,3319
,777,Ahmetli,Şile,19.5,12.2,1815,%5.16638,41.1461163,29.5776837,5,95,789,2951,5894,8129
,784,Çayırbaşı,Şile,5,11.7,994,%2.82941,41.1508425,29.6496119,3,52,432,1616,3228,4452
,800,Göçe,Şile,171,7.3,724,%2.06086,41.1075199,29.8532203,2,38,315,1177,2351,3243
,836,Kurfallı,Şile,,,247,%0.70308,41.1334679,29.8257038,1,13,107,402,802,1106
,838,Akçakese,Şile,0.41,49963,388,%1.10444,41.1426422,29.7184351,1,20,169,631,1260,1738
,840,Değirmençayırı,Şile,0.86,36666,455,%1.29515,40.9780211,29.662076,1,24,198,740,1477,2038
,842,Doğancılı,Şile,0.93,31683,756,%2.15195,41.1924768,29.4395032,2,40,329,1229,2455,3386
,843,Kadıköy,Şile,0.47,27033,159,%0.45259,41.1100862,29.9048117,0,8,69,259,516,712
,851,Satmazlı,Şile,0.65,25633,355,%1.01050,41.12923,29.556829,1,19,154,577,1153,1590
,858,Sahilköy,Şile,0.4,20444,766,%2.18041,41.202164,29.413542,2,40,333,1245,2487,3431
,860,Gökmaşlı,Şile,1.2,19720,188,%0.53514,41.0978412,29.8044893,0,10,82,306,610,842
,864,Karacaköy,Şile,0.87,17822,269,%0.76571,41.1513347,29.7692971,1,14,117,437,873,1205
,878,İmrenli,Şile,0.62,12856,260,%0.74009,41.1462464,29.7390244,1,14,113,423,844,1165
,879,Alacalı,Şile,0.7,12778,515,%1.46594,41.1849522,29.4578513,1,27,224,837,1672,2307
,882,Karamandere,Şile,0.6,12415,324,%0.92226,41.137421,29.590057,1,17,141,527,1052,1451
,884,Kabakoz,Şile,1.2,5696,522,%1.48587,41.1450015,29.6899826,1,27,227,849,1695,2338
,885,İsaköy,Şile,1.4,4560,122,%0.34727,41.1082079,29.8239363,0,6,53,198,396,546
,887,Bıçkıdere,Şile,8.4,2925,265,%0.75432,41.07016,29.474415,1,14,115,431,860,1187
,889,Geredeli,Şile,4.2,2414,574,%1.63388,41.0946643,29.8623048,2,30,250,933,1864,2571
,890,İmrendere,Şile,5.6,1486,264,%0.75147,41.142136,29.598705,1,14,115,429,857,1182
,892,Korucu,Şile,11.2,122,205,%0.58353,41.1229664,29.5681714,1,11,89,333,666,918
,893,Osmanköy,Şile,19.4,110,257,%0.73155,41.081332,29.7308142,1,14,112,418,835,1151
,896,Bozgoca,Şile,9.1,97.2,92.0,%0.26188,41.1415986,29.7752271,0,5,40,150,299,412
,897,Şuayipli,Şile,46.1,88.3,231,%0.65754,41.1338084,29.8020806,1,12,100,376,750,1035
,898,Kızılca,Şile,13,59.1,496,%1.41186,41.155083,29.539887,1,26,216,806,1611,2222
,899,Üvezli,Şile,,,337,%0.95927,41.1145302,29.4449497,1,18,147,548,1094,1509
,906,Bucaklı,Şile,1,46808,305,%0.86818,41.1173765,29.8907955,1,16,133,496,990,1366
,908,Kömürlük,Şile,0.86,43418,211,%0.60061,41.0793676,29.4367685,1,11,92,343,685,945
,909,Yeniköy,Şile,0.7,38219,412,%1.17275,41.1229392,29.6509672,1,22,179,670,1338,1845
,911,Ovacık,Şile,0.81,35812,148,%0.42128,41.1190228,29.6181225,0,8,64,241,481,663
,913,Hasanlı,Şile,0.74,33665,215,%0.61200,41.0180677,29.6648802,1,11,94,350,698,963
,918,Çelebi,Şile,1.1,33633,144,%0.40989,41.095688,29.9058567,0,8,63,234,468,645
,920,Sofular,Şile,0.84,33445,272,%0.77424,41.1727778,29.4941667,1,14,118,442,883,1218
,921,Karabeyli,Şile,0.76,32648,207,%0.58922,41.1053623,29.7340004,1,11,90,337,672,927
,922,Sortullu,Şile,0.43,31846,113,%0.32165,41.0693719,29.7356832,0,6,49,184,367,506
,923,Yazımanayır,Şile,0.77,22985,221,%0.62907,41.0687673,29.6848616,1,12,96,359,718,990
,925,Hacıllı,Şile,0.96,21987,241,%0.68600,41.0459455,29.7690745,1,13,105,392,783,1079
,926,Oruçoğlu,Şile,0.81,21222,334,%0.95073,41.0627778,29.4891667,1,18,145,543,1085,1496
,927,Ulupelit,Şile,0.61,19778,202,%0.57499,41.0872308,29.5148602,1,11,88,328,656,905
,928,Karakiraz,Şile,1,19658,289,%0.82264,41.1786792,29.3490366,1,15,126,470,938,1294
,929,Teke,Şile,0.73,19478,499,%1.42040,41.0676404,29.6626435,1,26,217,811,1620,2235
,932,Göksu,Şile,1.2,19224,306,%0.87103,41.0791484,29.7752569,1,16,133,498,994,1371
,933,Çengilli,Şile,0.55,18301,185,%0.52660,41.004983,29.6714128,0,10,80,301,601,829
,934,Ağaçdere,Şile,1.2,18136,90.0,%0.25618,41.040279,29.706234,0,5,39,146,292,403
,941,Çataklı,Şile,1.6,16653,216,%0.61484,41.0745558,29.7995344,1,11,94,351,701,967
,942,Kalem,Şile,0.92,15604,219,%0.62338,41.0879233,29.8452053,1,12,95,356,711,981
,943,Kurna,Şile,1,15337,146,%0.41559,41.1956776,29.3648221,0,8,63,237,474,654
,944,Erenler,Şile,2,14444,121,%0.34443,41.1174439,29.5663988,0,6,53,197,393,542
,945,Soğullu,Şile,1.6,13538,189,%0.53799,41.0955157,29.8214453,0,10,82,307,614,847
,946,Yaka,Şile,0.99,12777,208,%0.59207,40.991955,29.653442,1,11,90,338,675,932
,947,Yeşilvadi,Şile,1,12552,146,%0.41559,41.1230556,29.4757317,0,8,63,237,474,654
,949,Yaylalı,Şile,1.4,11876,58.0,%0.16510,41.0928824,29.6720497,0,3,25,94,188,260
,951,Kervansaray,Şile,2.2,11834,278,%0.79132,41.072553,29.4532293,1,15,121,452,903,1245
,952,Avcıkoru,Şile,1.3,11420,130,%0.37004,41.1202412,29.4139475,0,7,57,211,422,582
,953,Darlık,Şile,1.8,11369,104,%0.29603,41.042969,29.574676,0,5,45,169,338,466
,954,Esenceli,Şile,1.7,11343,74.0,%0.21064,41.0533333,29.3930556,0,4,32,120,240,331
Şişli,,,,,,274196,,,,49,408,1528,3054,4214,5117
,33,Eskişehir,Şişli,3.9,5182,12164,%4.43624,41.0452366,28.9808521,2,18,68,135,187,227
,40,Feriköy,Şişli,1.6,5154,14630,%5.33560,41.0490846,28.9794103,3,22,82,163,225,273
,46,Bozkurt,Şişli,1.8,1287,10930,%3.98620,41.0498994,28.984135,2,16,61,122,168,204
,53,Duatepe,Şişli,4.2,955,8096,%2.95263,41.0534185,28.9807907,1,12,45,90,124,151
,59,Mahmut Şevket Paşa,Şişli,,,18977,%6.92096,41.0525016,28.965487,3,28,106,211,292,354
,65,Gülbahar,Şişli,0.42,50726,23271,%8.48699,41.072051,29.0000664,4,35,130,259,358,434
,111,Halide Edip Adıvar,Şişli,0.86,42304,17012,%6.20432,41.0616523,28.977054,3,25,95,189,261,317
,118,Yayla,Şişli,0.23,42288,11475,%4.18496,41.0483978,28.9753965,2,17,64,128,176,214
,120,İzzetpaşa,Şişli,0.37,37790,8044,%2.93367,41.0693247,28.9863187,1,12,45,90,124,150
,127,Mecidiyeköy,Şişli,0.89,34506,20219,%7.37392,41.0651758,28.9955189,4,30,113,225,311,377
,161,Kuştepe,Şişli,0.5,34171,15710,%5.72948,41.0719821,28.9909667,3,23,88,175,241,293
,249,Meşrutiyet,Şişli,0.37,33815,7922,%2.88917,41.0544974,28.9909369424085,1,12,44,88,122,148
,254,19 Mayıs,Şişli,0.45,29625,11458,%4.17876,41.0598652,28.9914441,2,17,64,128,176,214
,256,Ergenekon,Şişli,0.34,26039,2684,%0.97886,41.0489803,28.9864057,0,4,15,30,41,50
,258,Fulya,Şişli,0.51,23838,17327,%6.31920,41.0583894,28.9979356,3,26,97,193,266,323
,263,Teşvikiye,Şişli,1.5,22820,11522,%4.20210,41.0519368,28.9966371,2,17,64,128,177,215
,270,Paşa,Şişli,0.52,22111,18698,%6.81921,41.0540318,28.9729118,3,28,104,208,287,349
,302,İnönü,Şişli,0.44,21941,4019,%1.46574,41.0438743,28.9844034,1,6,22,45,62,75
,328,Cumhuriyet,Şişli,0.86,20476,7255,%2.64592,41.0556861,28.9818925,1,11,40,81,112,135
,391,Halaskargazi,Şişli,1.7,20109,1691,%0.61671,41.0514835,28.9888479,0,3,9,19,26,32
,478,Merkez,Şişli,1.1,19536,13654,%4.97965,41.0634057,28.9845271,2,20,76,152,210,255
,514,Halil Rıfat Paşa,Şişli,1.1,19177,4566,%1.66523,41.0575346,28.9687052,1,7,25,51,70,85
,515,Kaptanpaşa,Şişli,0.7,19050,3312,%1.20790,41.0649764,28.9727607,1,5,18,37,51,62
,627,Esentepe,Şişli,1.6,15154,7056,%2.57334,41.0707741,29.0108118,1,10,39,79,108,132
,654,Harbiye,Şişli,1,13231,2504,%0.91322,41.0452381,28.9910139,0,4,14,28,38,47
Tuzla,,,,,,252922,,,,201,2994,18905,56365,96811,125463
,366,Mimarsinan,Tuzla,1.5,12975,24236,%9.58240,40.8341538,29.3615521,19,287,1812,5401,9277,12022
,423,Şifa,Tuzla,1.4,12557,28263,%11.17459,40.8275201,29.3566838,22,335,2113,6299,10818,14020
,459,Yayla,Tuzla,1.6,12166,26839,%10.61157,40.8306571,29.3110728,21,318,2006,5981,10273,13314
,489,İçmeler,Tuzla,1.5,11036,10467,%4.13843,40.8492047,29.3050492,8,124,782,2333,4006,5192
,557,Aydıntepe,Tuzla,1.7,8608,23998,%9.48830,40.8532761,29.2976839,19,284,1794,5348,9186,11904
,632,Cami,Tuzla,1.8,7833,5260,%2.07969,40.8158799,29.305366,4,62,393,1172,2013,2609
,635,İstasyon,Tuzla,1.7,5084,19935,%7.88188,40.81146115,29.3602714749981,16,236,1490,4443,7631,9889
,642,Postane,Tuzla,1.1,5010,19574,%7.73914,40.8168594,29.2980277,16,232,1463,4362,7492,9710
,645,Evliya Çelebi,Tuzla,2.4,4482,10861,%4.29421,40.8425924,29.2984572,9,129,812,2420,4157,5388
,649,Aydınlı,Tuzla,0.73,3126,55493,%21.94076,40.8672273,29.3280673,44,657,4148,12367,21241,27527
,674,Orta,Tuzla,1.5,2899,10387,%4.10680,40.9023308,29.3780319,8,123,776,2315,3976,5152
,729,Mescit,Tuzla,1.2,1399,4612,%1.82349,40.8957914,29.3539285,4,55,345,1028,1765,2288
,747,Anadolu,Tuzla,,,905,%0.35782,40.9068494,29.375089,1,11,68,202,346,449
,767,Fatih,Tuzla,0.23,4181,1045,%0.41317,40.9298616,29.3433999,1,12,78,233,400,518
,781,Tepeören,Tuzla,5.1,1669,6673,%2.63836,40.9092783,29.3898302,5,79,499,1487,2554,3310
,787,Orhanlı,Tuzla,1.8,1124,1903,%0.75241,40.8941812,29.3569093,2,23,142,424,728,944
,813,Akfırat,Tuzla,5.5,622,2471,%0.97698,40.9251836,29.417775,2,29,185,551,946,1226
Ümraniye,,,,,,699897,,,,180,2454,14279,39836,65674,83872
,109,İstiklal,Ümraniye,1.8,407,47160,%6.73813,41.0235391,29.1017524,12,165,962,2684,4425,5651
,134,Çakmak,Ümraniye,6.5,280,37323,%5.33264,41.0142622,29.1284385,10,131,761,2124,3502,4473
,162,Esenevler,Ümraniye,4.1,244,26864,%3.83828,41.0121877,29.0922465,7,94,548,1529,2521,3219
,180,Namık Kemal,Ümraniye,5.6,129,28849,%4.12189,41.0211006,29.0919519,7,101,589,1642,2707,3457
,192,Mehmet Akif,Ümraniye,4.8,51.8,24911,%3.55924,41.0074656,29.1379873,6,87,508,1418,2337,2985
,193,Armağanevler,Ümraniye,7.6,51.0,37444,%5.34993,41.0181477,29.1155959,10,131,764,2131,3514,4487
,194,Altınşehir,Ümraniye,9.2,49.7,28231,%4.03359,41.0139675,29.1425432,7,99,576,1607,2649,3383
,201,Atatürk,Ümraniye,15.5,48.9,24740,%3.53481,41.0252686,29.0920104,6,87,505,1408,2321,2965
,207,Tepeüstü,Ümraniye,3.3,47.6,13593,%1.94214,41.0168089,29.1313643,3,48,277,774,1275,1629
,283,Adem Yavuz,Ümraniye,8.3,42.8,17630,%2.51894,41.0197375,29.1555922,5,62,360,1003,1654,2113
,299,Atakent,Ümraniye,19.9,38.5,21146,%3.02130,41.0207119,29.1087352,5,74,431,1204,1984,2534
,309,Kâzım Karabekir,Ümraniye,5.2,36.2,17257,%2.46565,41.0391546,29.1025666,4,61,352,982,1619,2068
,332,Huzur,Ümraniye,7.8,34.7,12001,%1.71468,41.0264688,29.1612731,3,42,245,683,1126,1438
,335,Tatlısu,Ümraniye,8.7,29.8,20041,%2.86342,41.0042368,29.1339637,5,70,409,1141,1881,2402
,339,Yamanevler,Ümraniye,17.4,29.6,14190,%2.02744,41.0262888,29.1017527,4,50,289,808,1332,1700
,346,Çamlık,Ümraniye,11.5,28.2,22420,%3.20333,41.0032611,29.1243347,6,79,457,1276,2104,2687
,363,Tantavi,Ümraniye,18.7,27.9,10002,%1.42907,41.0305352,29.0870195,3,35,204,569,939,1199
,365,Elmalıkent,Ümraniye,4.4,27.8,22176,%3.16847,41.0352657,29.0977305,6,78,452,1262,2081,2657
,392,Necip Fazıl,Ümraniye,9.7,27.4,27002,%3.85800,41.0175067,29.1752803,7,95,551,1537,2534,3236
,411,Madenler,Ümraniye,21.2,27.1,14327,%2.04702,41.012306,29.1870471,4,50,292,815,1344,1717
,413,Parseller,Ümraniye,10.1,26.1,15373,%2.19647,41.0256947,29.1569065,4,54,314,875,1443,1842
,430,İnkılap,Ümraniye,8.5,24.2,29569,%4.22476,41.0330664,29.1058909,8,104,603,1683,2775,3543
,445,Cemil Meriç,Ümraniye,10.8,23.8,22094,%3.15675,41.0200554,29.1425904,6,77,451,1258,2073,2648
,458,Aşağıdudullu,Ümraniye,4.1,22.5,12611,%1.80184,41.0256362,29.0963049,3,44,257,718,1183,1511
,465,Dumlupınar,Ümraniye,10.4,22.1,13076,%1.86827,41.0490461,29.094224,3,46,267,744,1227,1567
,484,Ihlamurkuyu,Ümraniye,23.1,21.5,16308,%2.33006,41.0191243,29.1351889,4,57,333,928,1530,1954
,486,Site,Ümraniye,16,21.1,25779,%3.68326,41.0096545,29.1174872,7,90,526,1467,2419,3089
,492,Topağacı,Ümraniye,16,19.1,14977,%2.13989,41.0476467,29.1014982,4,53,306,852,1405,1795
,493,Yukarıdudullu,Ümraniye,11.2,18.9,20295,%2.89971,41.0110683,29.1525726,5,71,414,1155,1904,2432
,495,Esenşehir,Ümraniye,22.1,18.7,19317,%2.75998,41.0088277,29.1672835,5,68,394,1099,1813,2315
,580,Şerifali,Ümraniye,8.1,18.3,8460,%1.20875,41.0004717,29.1458001,2,30,173,482,794,1014
,614,Esenkent,Ümraniye,11.8,18.1,19953,%2.85085,41.0052155,29.1830041,5,70,407,1136,1872,2391
,615,Hekimbaşı,Ümraniye,8.3,17.3,8495,%1.21375,41.0595591,29.0979066,2,30,173,484,797,1018
,715,Saray,Ümraniye,15.8,17.2,2307,%0.32962,41.0322672,29.1126782,1,8,47,131,216,276
